exp_repl_id,run_id,run_rept_id,task_id,test,action,start_time,stop_time,latency,throughput
1,1,1,7,write,create/open,1562019976.390035,1562019976.395939,0.005904,0.000000
1,1,1,7,write,write/read,1562019976.395939,1562019977.583622,1.187682,28252024.511353
1,1,1,7,write,close,1562019977.583622,1562019977.583631,0.000009,0.000000
1,1,1,7,write,remove,0.000000,0.000000,0.000000,0.000000
1,1,1,7,read,create/open,1562019977.738383,1562019977.750708,0.012325,0.000000
1,1,1,7,read,write/read,1562019977.750709,1562019977.863348,0.112639,297892423.981103
1,1,1,7,read,close,1562019977.863349,1562019977.864820,0.001471,0.000000
1,1,1,7,read,remove,0.000000,0.000000,0.000000,0.000000
1,2,1,7,write,create/open,1562019979.278842,1562019979.286011,0.007169,0.000000
1,2,1,7,write,write/read,1562019979.286011,1562019981.780221,2.494210,13452931.045408
1,2,1,7,write,close,1562019981.780222,1562019981.780232,0.000010,0.000000
1,2,1,7,write,remove,0.000000,0.000000,0.000000,0.000000
1,2,1,7,read,create/open,1562019981.807598,1562019981.838140,0.030543,0.000000
1,2,1,7,read,write/read,1562019981.838141,1562019982.083268,0.245128,136885529.553687
1,2,1,7,read,close,1562019982.083270,1562019982.085793,0.002523,0.000000
1,2,1,7,read,remove,0.000000,0.000000,0.000000,0.000000
1,3,1,7,write,create/open,1562019977.900465,1562019977.906731,0.006266,0.000000
1,3,1,7,write,write/read,1562019977.906731,1562019979.024510,1.117778,30018861.488728
1,3,1,7,write,close,1562019979.024510,1562019979.024517,0.000007,0.000000
1,3,1,7,write,remove,0.000000,0.000000,0.000000,0.000000
1,3,1,7,read,create/open,1562019979.116065,1562019979.132993,0.016927,0.000000
1,3,1,7,read,write/read,1562019979.133004,1562019979.247628,0.114624,292735334.071032
1,3,1,7,read,close,1562019979.247629,1562019979.249897,0.002268,0.000000
1,3,1,7,read,remove,0.000000,0.000000,0.000000,0.000000
1,4,1,7,write,create/open,1562019972.760582,1562019972.783541,0.022958,0.000000
1,4,1,7,write,write/read,1562019972.783541,1562019976.071996,3.288455,10203707.182695
1,4,1,7,write,close,1562019976.071997,1562019976.072017,0.000020,0.000000
1,4,1,7,write,remove,0.000000,0.000000,0.000000,0.000000
1,4,1,7,read,create/open,1562019976.074582,1562019976.131747,0.057165,0.000000
1,4,1,7,read,write/read,1562019976.131748,1562019976.370035,0.238287,140814936.570442
1,4,1,7,read,close,1562019976.370037,1562019976.370541,0.000505,0.000000
1,4,1,7,read,remove,0.000000,0.000000,0.000000,0.000000
2,1,1,7,write,create/open,1562019983.496190,1562019983.502766,0.006576,0.000000
2,1,1,7,write,write/read,1562019983.502766,1562019984.671153,1.168386,28718607.384966
2,1,1,7,write,close,1562019984.671154,1562019984.671161,0.000008,0.000000
2,1,1,7,write,remove,0.000000,0.000000,0.000000,0.000000
2,1,1,7,read,create/open,1562019984.775138,1562019984.787539,0.012401,0.000000
